Grid X, Grid Y, Block X, Block Y, GPU Time, CPU Time, Initialization Time, Transfer from host to GPU, Transfer from GPU to host, Grid Dimensions, Block Dimensions
4, 256, 8, 8, 0.09119, 3.125, 0.001573, 0.1356, 0.000134
8, 128, 8, 8, 0.07622, 3.127, 0.00158, 0.1363, 0.0001346
16, 64, 8, 8, 0.07608, 3.106, 0.001561, 0.1314, 0.0001299
32, 32, 8, 8, 0.076, 3.104, 0.001563, 0.1311, 0.0001308
64, 16, 8, 8, 0.07584, 3.105, 0.001559, 0.1319, 0.0001313
128, 8, 8, 8, 0.07571, 3.112, 0.001583, 0.1381, 0.0001312
256, 4, 8, 8, 0.07568, 3.106, 0.001563, 0.1352, 0.0001307
512, 2, 8, 8, 0.07565, 3.105, 0.001561, 0.1294, 0.0001387
1024, 1, 8, 8, 0.07564, 3.117, 0.001575, 0.1359, 0.0001363
1, 512, 8, 16, 0.1587, 3.116, 0.001553, 0.1317, 0.0001296
2, 256, 8, 16, 0.141, 3.109, 0.001576, 0.1275, 0.0001301
4, 128, 8, 16, 0.08599, 3.106, 0.001567, 0.1334, 0.0001319
8, 64, 8, 16, 0.07294, 3.107, 0.001561, 0.1332, 0.0001279
16, 32, 8, 16, 0.0726, 3.108, 0.001573, 0.1371, 0.0001314
32, 16, 8, 16, 0.07253, 3.11, 0.001573, 0.1364, 0.0001318
64, 8, 8, 16, 0.07234, 3.106, 0.001574, 0.1358, 0.0001293
128, 4, 8, 16, 0.07221, 3.107, 0.001573, 0.1307, 0.0001382
256, 2, 8, 16, 0.07218, 3.106, 0.001578, 0.1339, 0.000143
512, 1, 8, 16, 0.07214, 3.106, 0.001567, 0.1331, 0.0001286
1, 256, 8, 32, 0.1474, 3.111, 0.001576, 0.1332, 0.0001322
2, 128, 8, 32, 0.1406, 3.105, 0.001586, 0.1332, 0.0001359
4, 64, 8, 32, 0.08188, 3.118, 0.001577, 0.1372, 0.0001307
8, 32, 8, 32, 0.06668, 3.115, 0.001578, 0.1374, 0.0001393
16, 16, 8, 32, 0.0661, 3.11, 0.001589, 0.1366, 0.0001325
32, 8, 8, 32, 0.06606, 3.108, 0.001572, 0.1342, 0.0001288
64, 4, 8, 32, 0.06597, 3.105, 0.00158, 0.1348, 0.0001299
128, 2, 8, 32, 0.06589, 3.111, 0.00158, 0.1357, 0.0001345
256, 1, 8, 32, 0.06584, 3.137, 0.001564, 0.1362, 0.000129
1, 128, 8, 64, 0.1473, 3.137, 0.001568, 0.127, 0.0001285
2, 64, 8, 64, 0.141, 3.12, 0.00157, 0.1347, 0.0001318
4, 32, 8, 64, 0.08252, 3.126, 0.001563, 0.126, 0.0001309
8, 16, 8, 64, 0.06705, 3.107, 0.001579, 0.1342, 0.0001303
16, 8, 8, 64, 0.06654, 3.102, 0.00161, 0.1302, 0.0001288
32, 4, 8, 64, 0.06641, 3.105, 0.001564, 0.1268, 0.0001317
64, 2, 8, 64, 0.06632, 3.128, 0.001561, 0.1348, 0.0001317
128, 1, 8, 64, 0.06622, 3.104, 0.001576, 0.1358, 0.0001336
1, 64, 8, 128, 0.1473, 3.11, 0.001563, 0.129, 0.0001362
2, 32, 8, 128, 0.1406, 3.108, 0.001575, 0.1326, 0.0001317
